indicator,country,year,value,region
Political Stability and Absence of Violence/Terrorism: Estimate,Comoros,2004,-0.129801795,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Comoros,2005,-0.388051629,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Comoros,2006,-0.314940661,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Comoros,2007,-1.05971396,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Comoros,2008,-1.083457828,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Comoros,2009,-0.747228265,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Comoros,2010,-0.495846391,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Comoros,2011,-0.48480469,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Comoros,2012,-0.381065696,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Comoros,2013,-0.187545136,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Comoros,2014,-0.194327489,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Dem. Rep.",1996,-2.833763361,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Dem. Rep.",1998,-2.994749308,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Dem. Rep.",2000,-2.585552692,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Dem. Rep.",2002,-2.098389864,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Dem. Rep.",2003,-2.083231926,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Dem. Rep.",2004,-2.388089657,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Dem. Rep.",2005,-2.170569181,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Dem. Rep.",2006,-2.27308774,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Dem. Rep.",2007,-2.213377476,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Dem. Rep.",2008,-2.028098583,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Dem. Rep.",2009,-1.987327933,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Dem. Rep.",2010,-2.227151632,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Dem. Rep.",2011,-2.23691082,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Dem. Rep.",2012,-2.136753559,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Dem. Rep.",2013,-2.233289957,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Dem. Rep.",2014,-2.273853302,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Rep.",1996,-1.365202188,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Rep.",1998,-1.602774978,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Rep.",2000,-1.034337044,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Rep.",2002,-1.663471937,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Rep.",2003,-1.196179271,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Rep.",2004,-1.141483068,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Rep.",2005,-1.157196999,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Rep.",2006,-0.942248404,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Rep.",2007,-0.761493087,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Rep.",2008,-0.709562242,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Rep.",2009,-0.277446955,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Rep.",2010,-0.330497503,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Rep.",2011,-0.361694217,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Rep.",2012,-0.492337823,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Rep.",2013,-0.481263161,Central
Political Stability and Absence of Violence/Terrorism: Estimate,"Congo, Rep.",2014,-0.288736761,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Cote d'Ivoire,1996,0.010917556,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Cote d'Ivoire,1998,-0.259929955,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Cote d'Ivoire,2000,-1.323439837,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Cote d'Ivoire,2002,-1.989043355,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Cote d'Ivoire,2003,-1.844874024,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Cote d'Ivoire,2004,-2.156571865,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Cote d'Ivoire,2005,-2.302720547,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Cote d'Ivoire,2006,-1.893028498,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Cote d'Ivoire,2007,-1.889425874,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Cote d'Ivoire,2008,-1.82416749,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Cote d'Ivoire,2009,-1.28476572,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Cote d'Ivoire,2010,-1.565867543,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Cote d'Ivoire,2011,-1.404584169,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Cote d'Ivoire,2012,-1.256465673,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Cote d'Ivoire,2013,-1.024691939,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Cote d'Ivoire,2014,-1.013922095,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Equatorial Guinea,1996,-0.23762171,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Equatorial Guinea,1998,-0.216439068,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Equatorial Guinea,2000,-0.177711919,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Equatorial Guinea,2002,-0.596794069,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Equatorial Guinea,2003,0.054397676,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Equatorial Guinea,2004,-0.108192131,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Equatorial Guinea,2005,-0.450969279,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Equatorial Guinea,2006,0.130687907,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Equatorial Guinea,2007,0.211894587,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Equatorial Guinea,2008,0.192598373,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Equatorial Guinea,2009,0.386526406,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Equatorial Guinea,2010,0.232970521,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Equatorial Guinea,2011,0.11809437,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Equatorial Guinea,2012,0.187061355,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Equatorial Guinea,2013,0.076589867,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Equatorial Guinea,2014,-0.389737725,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Eritrea,1996,-1.113777518,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Eritrea,1998,-1.123921871,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Eritrea,2000,-0.968781888,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Eritrea,2002,-0.410674334,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Eritrea,2003,-0.757954955,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Eritrea,2004,-0.604643583,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Eritrea,2005,-0.780345261,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Eritrea,2006,-0.898362637,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Eritrea,2007,-1.023288965,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Eritrea,2008,-0.706264555,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Eritrea,2009,-0.665033996,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Eritrea,2010,-0.871544242,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Eritrea,2011,-0.766897738,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Eritrea,2012,-0.715202212,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Eritrea,2013,-0.775558412,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Eritrea,2014,-0.759104729,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Ethiopia,1996,-1.097397685,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Ethiopia,1998,-0.723272264,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Ethiopia,2000,-1.006751537,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Ethiopia,2002,-1.283005238,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Ethiopia,2003,-1.42950809,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Ethiopia,2004,-1.267552972,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Ethiopia,2005,-1.655880213,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Ethiopia,2006,-1.707566261,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Ethiopia,2007,-1.758235455,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Ethiopia,2008,-1.707893968,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Ethiopia,2009,-1.620600462,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Ethiopia,2010,-1.615532279,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Ethiopia,2011,-1.495536923,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Ethiopia,2012,-1.537435651,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Ethiopia,2013,-1.377633572,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Ethiopia,2014,-1.239940882,Eastern
Political Stability and Absence of Violence/Terrorism: Estimate,Gabon,1996,-0.02534838,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Gabon,1998,0.176161885,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Gabon,2000,0.501017153,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Gabon,2002,0.311843216,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Gabon,2003,0.25092569,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Gabon,2004,0.382899016,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Gabon,2005,0.313978434,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Gabon,2006,0.181107193,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Gabon,2007,0.27318266,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Gabon,2008,0.241782874,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Gabon,2009,0.124812476,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Gabon,2010,0.297931671,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Gabon,2011,0.387033612,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Gabon,2012,0.307101876,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Gabon,2013,0.340913206,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Gabon,2014,0.196385622,Central
Political Stability and Absence of Violence/Terrorism: Estimate,Gambia,1996,0.471681476,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Gambia,1998,0.591187298,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Gambia,2000,0.450612575,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Gambia,2002,0.724422753,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Gambia,2003,0.316938967,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Gambia,2004,0.214309275,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Gambia,2005,0.249528542,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Gambia,2006,-0.01550312,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Gambia,2007,0.064142175,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Gambia,2008,0.080115676,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Gambia,2009,0.143735781,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Gambia,2010,0.079728886,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Gambia,2011,0.0067038,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Gambia,2012,0.001425565,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Gambia,2013,-0.047785345,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Gambia,2014,-0.101983927,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Ghana,1996,-0.323552787,Western
Political Stability and Absence of Violence/Terrorism: Estimate,Ghana,1998,-0.239072889,Western
